1,1.9982
2,1.9788
3,1.9537
4,1.9236
5,1.8893
6,1.8551
7,1.8131
8,1.7747
9,1.7321
10,1.6902
11,1.6469
12,1.6072
13,1.5661
14,1.5222
15,1.4846
16,1.4455
17,1.4144
18,1.376
19,1.3418
20,1.3082
21,1.2791
22,1.2431
23,1.2184
24,1.1889
25,1.1653
26,1.1349
27,1.1101
28,1.0842
29,1.0624
30,1.0385
