1,0.99415
2,0.9871
3,0.97569
4,0.96172
5,0.94795
6,0.93129
7,0.91323
8,0.8948
9,0.87659
10,0.85441
11,0.83532
12,0.81698
13,0.79567
14,0.7756
15,0.75732
16,0.73923
17,0.72
18,0.70303
19,0.68525
20,0.67069
21,0.65285
22,0.6364
23,0.62318
24,0.60996
25,0.59524
26,0.58284
27,0.56703
28,0.5563
29,0.5452
30,0.53366
