2.0129
2.0137
2.012
2.0103
2.0127
2.0121
2.0142
2.0137
2.0117
2.0118
2.015
2.0121
2.0141
2.012
2.1009    
2.1024    
2.1022    
2.1032    
2.1035    
2.1038
2.1041    
2.1035    
2.1016    
2.1048    
2.1002   
2.1022    
2.1019    
2.1038    
2.1040
